"IGN";"NPL";"cdom";"essmaj_mature_40_code";"typologie_mature_simplifiee";"fa_mask";"hdom_mean_m";"hdom_median_m";"n_pix_hdom"
4756;92;232,599529533599;"5-57%;4-27%";"Frenaie";1;33,5390250508378;32,2000007629395;41
4756;227;199;"1-100%";"Chenaie";1;28,2609759074886;28,2000007629395;41
4778;6;281;"1-100%";"Chenaie";1;28,7675672995078;28,1000003814697;37
4778;16;260,648758406407;"3-100%";"Hetraie";1;33,5833327883766;33,5999984741211;42
4778;33;287,383874272603;"3-54%;41-46%";"Hetraie";1;33,3425003051758;33,2000007629395;40
4778;48;141;"1-100%";"Chenaie";1;25,4609757865347;25,6000003814697;41
4778;65;109;"3-100%";"Hetraie";1;26,5649997234344;25,8999996185303;40
4778;193;241,789255043844;"1-83%;3-17%";"Chenaie";1;26,2585365016286;26,7000007629395;41
4778;225;206,820478756441;"1-100%";"Chenaie";1;25,9627908218739;25,6000003814697;43
4778;235;290,558870924528;"1-58%;4-28%";"Chenaie";1;29,5741935237761;28,1000003814697;31
4778;237;90;"3-100%";"Hetraie";1;24,0800002204047;23,2000007629395;45
4778;256;167,610867961644;"5-100%";"Frenaie";1;27,6274999141693;26,5;40
4778;315;226,47313760961;"1-100%";"Chenaie";1;27,4968747496605;27,2999992370605;32
4812;98;149,824379203203;"1-85%;5-15%";"Chenaie";1;24,6333340236119;25,2000007629395;21
4812;178;153;"1-100%";"Chenaie";1;26,7175001144409;26,2999992370605;40
4812;273;215,893682651521;"1-100%";"Chenaie";1;24,8307685852051;24,2999992370605;39
4812;315;289,173543713316;"3-47%;4-33%";"Autres feuillus nobles";1;25,2653844539936;25,5;26
4834;166;261;"1-60%;3-40%";"Chenaie";1;25,8595238186064;26,2000007629395;42
4834;168;170;"4-65%;13-35%";"Erabliere";1;23,8121209000096;23,7999992370605;33
4834;204;126;"5-100%";"Frenaie";1;27,2756103887791;28,5;41
4834;273;172,682385492165;"1-54%;4-46%";"Chenaie";1;22,6766665140788;21,5999994277954;30
4856;8;266,778601206365;"1-100%";"Chenaie";1;23,4214283625285;24,5;42
4856;12;204,930953367862;"1-100%";"Chenaie";1;26,4785714830671;27,2000007629395;42
4856;33;194,806817123524;"1-54%;41-46%";"Chenaie";1;31,3902433907113;30,8999996185303;41
4856;44;249,628366310684;"1-100%";"Chenaie";1;25,1750000476837;25,2000007629395;40
4856;82;154,623333354217;"7-100%";"Autres feuillus nobles";1;26,6525000572205;26,2999992370605;40
4856;103;203;"5-66%;1-24%";"Frenaie";1;26,2170728823034;26;41
4856;204;231,833206269521;"1-100%";"Chenaie";1;30,2047618230184;30,1000003814697;42
4878;16;232,67193550206;"1-69%;7-17%";"Chenaie";1;26,5341467973663;26,6000003814697;41
4912;16;88;"5-99%;11-1%";"Frenaie";1;27,2388892173767;28,7000007629395;36
4912;88;277,7657647254;"3-79%;41-21%";"Hetraie";1;29,9410257584009;30,7999992370605;39
4912;96;248,707627291682;"1-100%";"Chenaie";1;28,2324997425079;27,7999992370605;40
4912;147;327,475899516439;"3-60%;41-22%";"Hetraie";1;31,5333334150768;32,8000011444092;42
4912;183;196;"4-45%;3-33%";"Autres feuillus nobles";1;32,579487384894;32,7000007629395;39
4912;235;225;"1-100%";"Chenaie";1;27,5578948071128;28,7000007629395;38
4934;214;175,992780826457;"3-86%;13-14%";"Hetraie";1;26,928571837289;26,7000007629395;42
4934;237;201,997593608819;"3-100%";"Hetraie";1;27,3361113336351;28,2000007629395;36
4934;248;249,778601206365;"3-100%";"Hetraie";1;29,4390242506818;29,1000003814697;41
4934;252;166,84204301951;"1-51%;3-49%";"Chenaie";1;31,1785712015061;29,6000003814697;42
4934;263;186;"1-100%";"Chenaie";1;24,5499998274304;25,1000003814697;42
4956;124;197;"1-100%";"Chenaie";1;28,7124997615814;28,7999992370605;40
4978;23;205;"1-100%";"Chenaie";1;26,7214281899588;27,7999992370605;42
4978;61;198;"4-100%";"Erabliere";1;31,0975612547339;33;41
4978;65;132,984052397728;"1-100%";"Chenaie";1;21,6476192474365;21,8999996185303;42
4978;82;192,744838723825;"1-100%";"Chenaie";1;21,7190475917998;22,1500005722046;42
4978;92;203;"1-63%;3-37%";"Chenaie";1;25,2200005054474;25,3500003814697;40
4978;168;158,837053722018;"1-86%;11-14%";"Chenaie";1;25,279486925174;26;39
4978;256;184;"3-100%";"Hetraie";1;27,445833047231;27,7000007629395;24
5012;294;261,075811408904;"3-100%";"Hetraie";1;22,8880955832345;23,25;42
5034;214;96;"11-100%";"Autres peuplements feuillus";1;18,5275001525879;17,2999992370605;40
5078;178;196,687742008241;"3-100%";"Hetraie";1;25,2642858596075;25,25;42
5078;307;83;"3-100%";"Hetraie";1;22,8449998855591;23,5;40
5112;107;131,279954733134;"11-59%;17-41%";"Autres peuplements feuillus";1;25,3341464531131;23,8999996185303;41
5112;301;251,666320486086;"5-71%;1-29%";"Frenaie";1;30,4761904307774;30,5;42
5134;6;305,253617429159;"1-82%;3-18%";"Chenaie";1;29,4571430569603;31,8999996185303;42
5212;77;253,454129609342;"1-50%;15-49%";"Chenaie";1;29,0400002479553;28,2000007629395;40
5212;122;78;"11-100%";"Autres peuplements feuillus";1;21,9055557250977;20,7999992370605;36
5212;141;226,772554003893;"5-53%;1-28%";"Frenaie";1;28,2238096963792;28,6000003814697;42
5212;145;181,877065442242;"1-55%;5-44%";"Chenaie";1;22,8947366915251;23,2999992370605;38
5212;181;54;"25-100%";"Autres peuplements feuillus";1;26,3170727985661;25,2999992370605;41
5212;204;234,89385853515;"24-71%;1-29%";"Autres peuplements feuillus";1;30,353658443544;30,2000007629395;41
5212;212;146,930953367862;"1-100%";"Chenaie";1;20,8309522810436;21;42
5212;221;228,903334715007;"3-100%";"Hetraie";1;29,3181821649725;29,2000007629395;22
5212;225;192;"3-49%;15-28%";"Autres peuplements feuillus";1;30,0975002288818;30,1000003814697;40
5212;301;178;"1-100%";"Chenaie";1;24,2365852914205;23,2999992370605;41
5212;305;157,954510800779;"1-74%;3-26%";"Chenaie";1;27,6690476281302;27,75;42
5212;307;265,854075485617;"1-100%";"Chenaie";1;29,9341463228551;29,5;41
5212;311;263,612552111139;"1-100%";"Chenaie";1;22,3454541871042;22,5;33
5234;21;221,560271074192;"1-99%;11-1%";"Chenaie";1;25,0380948838733;24,8999996185303;42
5234;42;238;"1-100%";"Chenaie";1;25,7243900764279;25,3999996185303;41
5234;44;212,740578641096;"5-61%;4-26%";"Frenaie";1;32,0097563208603;31,2999992370605;41
5234;107;190,393477343714;"1-100%";"Chenaie";1;22,1307691916441;23,3999996185303;39
5234;134;195;"1-100%";"Chenaie";1;25,9857140949794;26,2999992370605;42
5234;147;202;"1-100%";"Chenaie";1;25,4574997425079;25,7999992370605;40
5234;166;80;"11-100%";"Autres peuplements feuillus";1;21,4150001525879;21;40
5234;176;71;"11-100%";"Autres peuplements feuillus";1;18,78536608161;17,5;41
5234;183;221,954510800779;"1-51%;3-49%";"Chenaie";1;29,3463415285436;29,5;41
5234;204;206;"1-66%;4-19%";"Chenaie";1;29,1452385130383;28,1000003814697;42
5234;225;107;"7-100%";"Autres feuillus nobles";1;23,4428571519398;23,1000003814697;42
5234;231;214,648758406407;"1-99%;11-1%";"Chenaie";1;27,0875002861023;26,9499998092651;40
5234;242;248,189308253425;"1-99%;4-1%";"Chenaie";1;27,8829266617938;28,1000003814697;41
5234;261;183,859503362563;"1-100%";"Chenaie";1;23,430302995624;23,6000003814697;33
5234;301;252,917144041434;"1-100%";"Chenaie";1;27,677499628067;27,7999992370605;40
5256;42;40;"1-100%";"Chenaie";1;23,4249997138977;26,1000003814697;16
5256;202;254,524785306909;"1-62%;2-21%";"Chenaie";1;25,9499999523163;25,2999992370605;40
5256;242;183,789255043844;"15-50%;1-29%";"Autres peuplements feuillus";1;27,8146335787889;27,7999992370605;41
5278;98;261,50826176897;"1-99%;15-1%";"Chenaie";1;24,8853660211331;25,1000003814697;41
5278;178;160,736568804805;"1-100%";"Chenaie";1;24,2095239275978;24,7999992370605;42
5278;258;213,969673867186;"1-100%";"Chenaie";1;26,1119044167655;26,6000003814697;42
5278;282;246;"1-100%";"Chenaie";1;25,7674999237061;25,5;40
5278;307;251,497371117123;"1-99%;11-1%";"Chenaie";1;26,4595242454892;26,7000007629395;42
5278;311;201,772554003893;"1-100%";"Chenaie";1;27,0790702464969;27,2000007629395;43
5312;18;213,930893723489;"1-68%;3-32%";"Chenaie";1;25,4125;25,3999996185303;40
5312;21;185,84204301951;"1-100%";"Chenaie";1;26,4812499284744;25,9499998092651;16
5312;31;233,771692964164;"1-100%";"Chenaie";1;25,9170730404738;25,7999992370605;41
5312;42;260;"1-100%";"Chenaie";1;26,3644441392687;26,7999992370605;45
5312;44;335,559909466268;"1-100%";"Chenaie";1;26,1585365388452;26,1000003814697;41
5312;48;250,221735923288;"1-100%";"Chenaie";1;26,178378904188;25,6000003814697;37
5312;54;250,979631715252;"1-100%";"Chenaie";1;27,0461533864339;27,2999992370605;39
5312;65;255,888366784097;"1-100%";"Chenaie";1;27,1649996757507;27,1000003814697;40
5312;75;292,770969947943;"1-83%;3-17%";"Chenaie";1;25,8666663536659;25,7000007629395;39
5312;86;88;"3-100%";"Hetraie";1;22,6024998426437;27,5;40
5312;124;249;"1-49%;4-47%";"Autres feuillus nobles";1;25,1609755725395;25,5;41
5312;145;265,121896016017;"1-100%";"Chenaie";1;26,5725001335144;26,6000003814697;40
5312;204;73;"11-100%";"Autres peuplements feuillus";1;27,3333333757189;26,6000003814697;45
5312;256;212,47313760961;"1-100%";"Chenaie";1;24,548648112529;24,5;37
5334;8;229;"5-60%;1-40%";"Frenaie";1;33,8449998855591;34;40
5334;88;234,715344408184;"5-66%;1-34%";"Frenaie";1;29,5780487060547;29,2000007629395;41
5334;103;194;"1-51%;15-49%";"Chenaie";1;29,7358972598345;28,8999996185303;39
5334;168;173;"1-100%";"Chenaie";1;22,0487803017221;22,3999996185303;41
5334;202;241,558783003811;"1-100%";"Chenaie";1;22,9121952056885;22,2000007629395;41
5334;246;238;"1-100%";"Chenaie";1;27,3292684787657;26,7999992370605;41
5334;252;186;"1-100%";"Chenaie";1;25,6317074938518;26,1000003814697;41
5334;307;227,754130884485;"3-61%;1-39%";"Hetraie";1;27,8666664759318;28,1000003814697;42
5356;6;213,104333936337;"5-58%;1-42%";"Frenaie";1;25,1463414634146;25;41
5356;124;299,762514636551;"3-75%;1-15%";"Hetraie";1;26,3690480731782;26,7000007629395;42
5356;155;77;"1-100%";"Chenaie";1;19,328571228754;19;42
5356;193;280,930953367862;"1-100%";"Chenaie";1;27,7525003433228;28,4499998092651;40
5356;204;272,067021786449;"1-69%;14-17%";"Chenaie";1;25,7853655931426;26,5;41
5356;225;256,481157282192;"1-77%;2-22%";"Chenaie";1;24,6725001811981;24,2999992370605;40
5356;237;257;"1-100%";"Chenaie";1;24,7309522628784;24,8999996185303;42
5356;277;203,877790291513;"1-69%;11-21%";"Chenaie";1;22,2634149877036;22,2000007629395;41
5356;294;203,560948008009;"1-100%";"Chenaie";1;27,0714285260155;26,8999996185303;42
5356;317;96;"1-100%";"Chenaie";1;24,8951221559106;25,6000003814697;41
5378;18;139;"7-89%;1-11%";"Autres feuillus nobles";1;25,721951275337;25,7999992370605;41
5378;82;216;"1-100%";"Chenaie";1;26,1976744186047;25,2000007629395;43
5378;88;299;"1-65%;3-35%";"Chenaie";1;29,0307691036127;29,3999996185303;39
5378;147;261,793440871667;"1-100%";"Chenaie";1;24,8314283098493;25,2999992370605;35
5378;172;120;"1-69%;3-31%";"Chenaie";1;21,6804880746981;21,7000007629395;41
5378;256;119;"5-100%";"Frenaie";1;30,7916665607029;31,1999998092651;36
5378;311;197;"1-100%";"Chenaie";1;28,5212117975408;28,6000003814697;33
5434;18;227;"3-53%;1-47%";"Hetraie";1;30,1690480822609;30,2000007629395;42
5434;77;132,863532402336;"1-69%;5-31%";"Chenaie";1;22,0236846522281;21,6000003814697;38
5434;92;141,321470390145;"4-61%;11-39%";"Erabliere";1;27,1261904580253;28,7000007629395;42
5456;75;236,94907928813;"1-100%";"Chenaie";1;26,7642858596075;27;42
5456;77;215;"1-72%;5-28%";"Chenaie";1;27,6475002765656;27,5;40
5456;98;244;"1-85%;50-15%";"Chenaie";1;30,2023804982503;30,7999992370605;42
5456;157;251;"1-100%";"Chenaie";1;24,7363634976474;25,3999996185303;33
5456;176;227,994684132576;"1-100%";"Chenaie";1;28,5813957480497;28;43
5456;248;172,960464501137;"1-100%";"Chenaie";1;26,6825000286102;27,1000003814697;40
5456;252;230;"1-100%";"Chenaie";1;27,5285717646281;27,2000007629395;42
5456;305;189,731158607729;"1-100%";"Chenaie";1;22,1500001907349;22,1000003814697;40
5478;54;145,894627521922;"1-100%";"Chenaie";1;21,773170843357;21,7000007629395;41
5478;242;204,99896145826;"1-100%";"Chenaie";1;22,3100004196167;22,6000003814697;30
5478;263;168,841941282883;"1-100%";"Chenaie";1;23,5195119439102;23,5;41
5478;284;85;"11-100%";"Autres peuplements feuillus";1;22,8444448682997;23,5;45
5478;301;215,420451370571;"1-100%";"Chenaie";1;27,0500002384186;27;40
5478;307;202;"1-100%";"Chenaie";1;24,9631582561292;26;38
5512;6;562;"3-84%;1-16%";"Hetraie";1;28,6535717419216;29;28
5512;12;184,929751681281;"1-100%";"Chenaie";1;21,8874998092651;22;32
5512;33;195,918930825342;"1-100%";"Chenaie";1;21,6027774810791;21,3999996185303;36
5512;77;149,806817123524;"1-100%";"Chenaie";1;23,2595238912673;23,1000003814697;42
5512;141;214;"1-59%;5-27%";"Chenaie";1;27,0170729102158;26,2999992370605;41
5512;294;210;"3-81%;1-19%";"Hetraie";1;32,8155552334256;32,5;45
5534;225;103;"1-100%";"Chenaie";1;21,8714286940438;22;28
5534;301;146;"1-100%";"Chenaie";1;25,8761904580253;26,3999996185303;42
5556;12;235,578440291781;"3-82%;1-18%";"Hetraie";1;27,9717950576391;28,2000007629395;39
5556;183;221,806501294896;"3-100%";"Hetraie";1;25,8102563711313;25,3999996185303;39
5556;235;211;"3-100%";"Hetraie";1;28,3955553690592;28,8999996185303;45
5556;237;223;"3-100%";"Hetraie";1;26,880952108474;27,2999992370605;42
5556;242;48;"11-100%";"Autres peuplements feuillus";1;18,7219511822956;18,8999996185303;41
5556;256;222,997593608819;"3-76%;1-24%";"Hetraie";1;29,9274999141693;30,6000003814697;40
5578;8;35;"11-100%";"Autres peuplements feuillus";1;24,289999294281;24,7999992370605;40
5578;16;252,770654422424;"3-100%";"Hetraie";1;23,5190475781759;24,8999996185303;42
5612;284;80;"3-100%";"Hetraie";1;NA;NA;0
5634;134;62;"3-100%";"Hetraie";1;16,746341286636;15,6000003814697;41
5634;155;130;"3-64%;1-36%";"Hetraie";1;22,2275000572205;23,2000007629395;40
5678;67;94;"1-100%";"Chenaie";1;19,8309520539783;22;42
5712;92;274,751534710274;"1-100%";"Chenaie";1;25,0023256346237;25,2000007629395;43
5712;111;154,878494630393;"4-51%;3-49%";"Erabliere";1;24,9461538363726;25;39
5712;113;224,253617429159;"3-63%;1-37%";"Hetraie";1;24,1833333060855;24,3999996185303;42
5712;134;183;"1-100%";"Chenaie";1;24,897561189605;25,1000003814697;41
5712;151;278,613634247048;"1-89%;3-10%";"Chenaie";1;25,3926832152576;25,6000003814697;41
5712;172;241;"1-96%;7-4%";"Chenaie";1;24,689999516805;23,8999996185303;30
5712;187;303,151837987681;"1-56%;5-26%";"Chenaie";1;28,2976192292713;28;42
5712;191;215,821647815753;"1-52%;3-48%";"Chenaie";1;23,1674998998642;24,1000003814697;40
5712;212;42;"3-100%";"Hetraie";1;22,0047620137533;22,5500001907349;42
5712;225;94;"1-100%";"Chenaie";1;27,7121952336009;27,2999992370605;41
5712;227;244,497371117123;"1-77%;4-23%";"Chenaie";1;24,804878281384;25,1000003814697;41
5712;248;200,818043203114;"1-100%";"Chenaie";1;25,145238285973;25,5;42
5712;271;224,335232767808;"1-100%";"Chenaie";1;25,2675004005432;26,1000003814697;40
5712;298;181,562226456849;"1-91%;14-9%";"Chenaie";1;23,365789262872;23,2000007629395;38
5712;305;222,821647815753;"1-76%;3-24%";"Chenaie";1;25,1299998760223;25,2000007629395;40
5734;2;215,848097409296;"1-100%";"Chenaie";1;23,2400001525879;23,1000003814697;40
5734;18;82;"3-100%";"Hetraie";1;24,3097564418141;24,7000007629395;41
5734;21;53;"11-100%";"Autres peuplements feuillus";1;19,7486489785684;19,7000007629395;37
5734;52;201;"1-100%";"Chenaie";1;22,1902443490377;21,7000007629395;41
5734;98;162,967572330137;"1-100%";"Chenaie";1;24,7756097374893;24,6000003814697;41
5734;113;236,347988144492;"1-70%;11-16%";"Chenaie";1;25,0840004730225;24,7000007629395;25
5734;117;181,613338860027;"1-100%";"Chenaie";1;23,8282048152043;24;39
5734;132;257,908342718635;"1-100%";"Chenaie";1;25,1475000858307;25,7000007629395;40
5734;134;145,897207702955;"1-100%";"Chenaie";1;23,0705882240744;22,2999992370605;34
5734;145;196;"3-57%;1-43%";"Hetraie";1;24,0025639167199;24,2000007629395;39
5734;151;187,939247315196;"1-37%;3-35%";"Autres feuillus nobles";1;28,7174999237061;29,2000007629395;40
5734;157;170,873486403637;"1-100%";"Chenaie";1;23,9452381588164;24,1000003814697;42
5734;168;297,050058546203;"1-100%";"Chenaie";1;26,8071425755819;26,8999996185303;42
5734;172;159,714844013531;"1-100%";"Chenaie";1;23,8097558370451;23,3999996185303;41
5734;176;138,959263430504;"1-100%";"Chenaie";1;22,3902442746046;22,2000007629395;41
5734;193;195,834288082869;"1-100%";"Chenaie";1;25,8414636472376;26,2000007629395;41
5734;197;174,914946121217;"1-100%";"Chenaie";1;22,2857141948882;22;42
5734;214;166,529944941378;"1-100%";"Chenaie";1;20,6999998546782;20,6000003814697;42
5734;227;273,754130884485;"1-100%";"Chenaie";1;21,5564103737856;23;39
5734;237;179,720537649903;"1-100%";"Chenaie";1;23,5604650807935;23,2999992370605;43
5734;248;197,89385853515;"1-100%";"Chenaie";1;23,3325001716614;23;40
5734;252;166,756989260785;"1-100%";"Chenaie";1;21,890243902439;22,2000007629395;41
5734;256;169,924184667964;"1-100%";"Chenaie";1;23,6749999523163;23,7000007629395;40
5734;317;151,723813471448;"1-100%";"Chenaie";1;22,0128205617269;22;39
5756;157;371,632780100001;"1-100%";"Chenaie";1;26,3125003973643;24,9000005722046;24
5756;176;93;"3-100%";"Hetraie";1;23,6880954560779;23,7999992370605;42
5756;178;248,262392653454;"1-96%;11-4%";"Chenaie";1;23,2024391453441;23,1000003814697;41
5756;225;241,610867961644;"1-100%";"Chenaie";1;24,2674998283386;24,2999992370605;40
